date,rawContent,processed_content,tokenized_content
2023-03-05 17:22:39+00:00,4 &amp; 5,4 amp 5,"['4', 'amp', '5']"
2023-03-05 17:22:15+00:00,People who are quoting s3 here.. red wedding yaad nahi kya tum logon ko😭😭😭,peopl quot s3 red wed yaad nahi kya tum logon ko,"['peopl', 'quot', 's3', 'red', 'wed', 'yaad', 'nahi', 'kya', 'tum', 'logon', 'ko']"
2023-03-05 17:21:34+00:00,season 4/5 best,season 45 best,"['season', '45', 'best']"
2023-03-05 17:21:23+00:00,4 né,4 né,"['4', 'né']"
2023-03-05 17:21:20+00:00,La 4,la 4,"['la', '4']"
2023-03-05 17:21:16+00:00,https://t.co/2pCiec3ZBh,httpstco2pciec3zbh,['httpstco2pciec3zbh']
2023-03-05 17:21:11+00:00,season 6 🫡,season 6,"['season', '6']"
2023-03-05 17:20:31+00:00,la 4 imo,la 4 imo,"['la', '4', 'imo']"
2023-03-05 17:20:23+00:00,Season 7,season 7,"['season', '7']"
2023-03-05 17:19:28+00:00,la terza probabilmente,la terza probabilment,"['la', 'terza', 'probabilment']"
2023-03-05 17:19:24+00:00,5!!!!,5,['5']
2023-03-05 17:18:56+00:00,szn 1 and 4 for me.,szn 1 4,"['szn', '1', '4']"
2023-03-05 17:18:34+00:00,"la temporada no lo sé pero el capítulo el de la batalla de los bastardos, es superior",la temporada lo sé pero el capítulo el de la batalla de lo bastardo es superior,"['la', 'temporada', 'lo', 'sé', 'pero', 'el', 'capítulo', 'el', 'de', 'la', 'batalla', 'de', 'lo', 'bastardo', 'es', 'superior']"
2023-03-05 17:18:27+00:00,"La quattro &gt;&gt;&gt;&gt;
Oppure la sei ma solo per gli ultimi due episodi",la quattro gtgtgtgt oppur la sei solo per gli ultimi due episodi,"['la', 'quattro', 'gtgtgtgt', 'oppur', 'la', 'sei', 'solo', 'per', 'gli', 'ultimi', 'due', 'episodi']"
2023-03-05 17:18:27+00:00,4. No doubt.,4 doubt,"['4', 'doubt']"
2023-03-05 17:18:27+00:00,Season 2-6 is elite TV.,season 26 elit tv,"['season', '26', 'elit', 'tv']"
2023-03-05 17:18:08+00:00,"1-4
eu tava revendo cheguei na 5 e parei pq mt chata",14 eu tava revendo cheguei na 5 e parei pq mt chata,"['14', 'eu', 'tava', 'revendo', 'cheguei', 'na', '5', 'e', 'parei', 'pq', 'mt', 'chata']"
2023-03-05 17:17:22+00:00,"2 bc it has my favorite supporting characters (renly, tyrells, shae) while my favorite main has an incredible storyline (theon)",2 bc favorit support charact renli tyrel shae favorit main incred storylin theon,"['2', 'bc', 'favorit', 'support', 'charact', 'renli', 'tyrel', 'shae', 'favorit', 'main', 'incred', 'storylin', 'theon']"
2023-03-05 17:17:04+00:00,mmm probably season 5 or 6,mmm probabl season 5 6,"['mmm', 'probabl', 'season', '5', '6']"
2023-03-05 17:15:54+00:00,6 or 4,6 4,"['6', '4']"
2023-03-05 17:14:23+00:00,Season 4 was so satisfying but id also say season 6 cus of the last episode and battle of the bastards,season 4 satisfi id also say season 6 cu last episod battl bastard,"['season', '4', 'satisfi', 'id', 'also', 'say', 'season', '6', 'cu', 'last', 'episod', 'battl', 'bastard']"
2023-03-05 17:13:36+00:00,"3, 4 and maybe 5 too",3 4 mayb 5,"['3', '4', 'mayb', '5']"
2023-03-05 17:13:26+00:00,a quinta é muuuuito boa e tem provavelmente o melhor pôster,quinta é muuuuito boa e tem provavelment melhor pôster,"['quinta', 'é', 'muuuuito', 'boa', 'e', 'tem', 'provavelment', 'melhor', 'pôster']"
2023-03-05 17:13:00+00:00,S1 and s4,s1 s4,"['s1', 's4']"
2023-03-05 17:12:50+00:00,https://t.co/CIJhmIxi0S,httpstcocijhmixi0,['httpstcocijhmixi0']
2023-03-05 17:12:15+00:00,3 &amp; 4 is where it had me on edge the most,3 amp 4 edg,"['3', 'amp', '4', 'edg']"
2023-03-05 17:12:11+00:00,a 4° pelo simples fato de ser a melhor,4 pelo simpl fato de ser melhor,"['4', 'pelo', 'simpl', 'fato', 'de', 'ser', 'melhor']"
2023-03-05 17:11:58+00:00,Seasons 1 2 and 4. Red Wedding makes season 3 less rewatchable,season 1 2 4 red wed make season 3 less rewatch,"['season', '1', '2', '4', 'red', 'wed', 'make', 'season', '3', 'less', 'rewatch']"
2023-03-05 17:11:12+00:00,season 4 in MY opinion,season 4 opinion,"['season', '4', 'opinion']"
2023-03-05 17:11:11+00:00,4 easy,4 easi,"['4', 'easi']"
2023-03-05 17:11:02+00:00,1-6 were the best,16 best,"['16', 'best']"
2023-03-05 17:10:57+00:00,sto x fare una confessione io sono ferma alla stagione 3 perché poi mi sono rotta di continuare https://t.co/9Z90lyS3oJ,sto x fare una confession io sono ferma alla stagion 3 perché poi mi sono rotta di continuar httpstco9z90lys3oj,"['sto', 'x', 'fare', 'una', 'confession', 'io', 'sono', 'ferma', 'alla', 'stagion', '3', 'perché', 'poi', 'mi', 'sono', 'rotta', 'di', 'continuar', 'httpstco9z90lys3oj']"
2023-03-05 17:09:59+00:00,"1,2- got deeper into the lores, 3 and 4 solid. 5&amp;6 for entertainment purposes and passable dialogues. However, kill the rest with holy water.",12 got deeper lore 3 4 solid 5amp6 entertain purpos passabl dialogu howev kill rest holi water,"['12', 'got', 'deeper', 'lore', '3', '4', 'solid', '5amp6', 'entertain', 'purpos', 'passabl', 'dialogu', 'howev', 'kill', 'rest', 'holi', 'water']"
2023-03-05 17:09:57+00:00,all of em i like pain,em like pain,"['em', 'like', 'pain']"
2023-03-05 17:08:57+00:00,For myself? S1 and S6! I love Ned and the Battle of the Bastards,s1 s6 love ned battl bastard,"['s1', 's6', 'love', 'ned', 'battl', 'bastard']"
2023-03-05 17:08:37+00:00,season 2 or 4,season 2 4,"['season', '2', '4']"
2023-03-05 17:06:39+00:00,3-4 ✨✨✨✨🫶🏻🫶🏻,34,['34']
2023-03-05 17:06:31+00:00,De la 1 a la 6.,de la 1 la 6,"['de', 'la', '1', 'la', '6']"
2023-03-05 17:06:21+00:00,"Season 2,4,6",season 246,"['season', '246']"
2023-03-05 17:05:48+00:00,"I remember in the middle of doing an all nighter for exams, I just wanted to check a detail in the opening credits. I ended rewatching the whole of season 4",rememb middl nighter exam want check detail open credit end rewatch whole season 4,"['rememb', 'middl', 'nighter', 'exam', 'want', 'check', 'detail', 'open', 'credit', 'end', 'rewatch', 'whole', 'season', '4']"
2023-03-05 17:04:18+00:00,seasons 1-6🥹🥹,season 16,"['season', '16']"
2023-03-05 17:04:12+00:00,"season 4 had such a great payoff because the anticipation that was built up in season 3, which did so well because the plots of season 2 were so well done, which was a great aftermath to the worldbuilding and even better plot of season 1. so…. 1-4.",season 4 great payoff anticip built season 3 well plot season 2 well done great aftermath worldbuild even better plot season 1 14,"['season', '4', 'great', 'payoff', 'anticip', 'built', 'season', '3', 'well', 'plot', 'season', '2', 'well', 'done', 'great', 'aftermath', 'worldbuild', 'even', 'better', 'plot', 'season', '1', '14']"
2023-03-05 17:04:11+00:00,Season 5 the best season by far,season 5 best season far,"['season', '5', 'best', 'season', 'far']"
2023-03-05 17:04:03+00:00,Até a season 4 são todas 100% re-watchable.,até season 4 são toda 100 rewatch,"['até', 'season', '4', 'são', 'toda', '100', 'rewatch']"
2023-03-05 17:03:39+00:00,Season 3 and 4 were pretty banging,season 3 4 pretti bang,"['season', '3', '4', 'pretti', 'bang']"
2023-03-05 17:02:44+00:00,7 and 4 easily: 8 too kinda tbh,7 4 easili 8 kinda tbh,"['7', '4', 'easili', '8', 'kinda', 'tbh']"
2023-03-05 17:02:19+00:00,Any of the first 4,first 4,"['first', '4']"
2023-03-05 17:02:12+00:00,"All except S8
My personal fav and most rewatched is S7. But only because of Jonerys",except s8 person fav rewatch s7 joneri,"['except', 's8', 'person', 'fav', 'rewatch', 's7', 'joneri']"
2023-03-05 17:02:07+00:00,A 3 e 4 são o ápice da maior série da história,3 e 4 são ápice da maior série da história,"['3', 'e', '4', 'são', 'ápice', 'da', 'maior', 'série', 'da', 'história']"
2023-03-05 17:01:48+00:00,a 6 e a 7 temporada vey coisa de outro mundo parecia q eu passava 1h cheirando cocaina...tem que mandar canonizar todas as pessoas que ajudaram na produção dessas 2 temporadas https://t.co/Gknrrnwbpi,6 e 7 temporada vey coisa de outro mundo parecia q eu passava 1h cheirando cocainatem que mandar canonizar toda pessoa que ajudaram na produção dessa 2 temporada httpstcogknrrnwbpi,"['6', 'e', '7', 'temporada', 'vey', 'coisa', 'de', 'outro', 'mundo', 'parecia', 'q', 'eu', 'passava', '1h', 'cheirando', 'cocainatem', 'que', 'mandar', 'canonizar', 'toda', 'pessoa', 'que', 'ajudaram', 'na', 'produção', 'dessa', '2', 'temporada', 'httpstcogknrrnwbpi']"
2023-03-05 17:01:17+00:00,ovu seriju sam gledala dok Joffrey nije umro,ovu seriju sam gledala dok joffrey nije umro,"['ovu', 'seriju', 'sam', 'gledala', 'dok', 'joffrey', 'nije', 'umro']"
2023-03-05 17:00:52+00:00,Les premières,le premièr,"['le', 'premièr']"
2023-03-05 17:00:30+00:00,1 até a 4,1 até 4,"['1', 'até', '4']"
2023-03-05 17:00:15+00:00,Season 6 is a masterpiece and for me the show ended here,season 6 masterpiec show end,"['season', '6', 'masterpiec', 'show', 'end']"
2023-03-05 17:00:09+00:00,4-6 https://t.co/zXlHYQiAQN,46 httpstcozxlhyqiaqn,"['46', 'httpstcozxlhyqiaqn']"
2023-03-05 17:00:01+00:00,La 6ta es la mejor de todas no acepto ninguna discusión,la 6ta es la mejor de toda acepto ninguna discusión,"['la', '6ta', 'es', 'la', 'mejor', 'de', 'toda', 'acepto', 'ninguna', 'discusión']"
2023-03-05 16:58:49+00:00,"4, 5 &amp; 7",4 5 amp 7,"['4', '5', 'amp', '7']"
2023-03-05 16:58:13+00:00,"Acho que a sexta? Batalha dos bastardos, Arya saindo de Braavos, explosão do septo de Baelor",acho que sexta batalha do bastardo arya saindo de braavo explosão septo de baelor,"['acho', 'que', 'sexta', 'batalha', 'do', 'bastardo', 'arya', 'saindo', 'de', 'braavo', 'explosão', 'septo', 'de', 'baelor']"
2023-03-05 16:57:52+00:00,seasons 4-7 is masterpiece 🤤,season 47 masterpiec,"['season', '47', 'masterpiec']"
2023-03-05 16:57:50+00:00,"2, 4, 6
Despite 7-8 being the worse i’ll still keep it above 3 because I don’t think I can experience red wedding ever again",2 4 6 despit 78 wors ill still keep 3 dont think experi red wed ever,"['2', '4', '6', 'despit', '78', 'wors', 'ill', 'still', 'keep', '3', 'dont', 'think', 'experi', 'red', 'wed', 'ever']"
2023-03-05 16:57:48+00:00,This might upset some people but none of the seasons are worth rewatching. Honestly one run through of this show is enough and that's even for the good seasons.,might upset peopl none season worth rewatch honestli one run show enough that even good season,"['might', 'upset', 'peopl', 'none', 'season', 'worth', 'rewatch', 'honestli', 'one', 'run', 'show', 'enough', 'that', 'even', 'good', 'season']"
2023-03-05 16:57:32+00:00,la 6 c’est ma pref et pas juste parce que Cersei a décidé de se la jouer Daesh évidement,la 6 cest pref et pa just parc que cersei décidé de se la jouer daesh évidement,"['la', '6', 'cest', 'pref', 'et', 'pa', 'just', 'parc', 'que', 'cersei', 'décidé', 'de', 'se', 'la', 'jouer', 'daesh', 'évidement']"
2023-03-05 16:57:26+00:00,Meni 4. i 6. 😍🔥,meni 4 6,"['meni', '4', '6']"
2023-03-05 16:57:11+00:00,4 e 6 tudo de bom,4 e 6 tudo de bom,"['4', 'e', '6', 'tudo', 'de', 'bom']"
2023-03-05 16:57:02+00:00,"1,4 &amp;6",14 amp6,"['14', 'amp6']"
2023-03-05 16:56:59+00:00,game of thrones season 6 is the greatest season in television history,game throne season 6 greatest season televis histori,"['game', 'throne', 'season', '6', 'greatest', 'season', 'televis', 'histori']"
2023-03-05 16:56:50+00:00,3 and 6 prolly,3 6 prolli,"['3', '6', 'prolli']"
2023-03-05 16:56:33+00:00,https://t.co/uBMl7tQbcl,httpstcoubml7tqbcl,['httpstcoubml7tqbcl']
2023-03-05 16:56:09+00:00,"season 4&amp;6,no doubt",season 4amp6no doubt,"['season', '4amp6no', 'doubt']"
2023-03-05 16:55:51+00:00,definitely not the 8th one.,definit 8th one,"['definit', '8th', 'one']"
2023-03-05 16:55:34+00:00,the fourth,fourth,['fourth']
2023-03-05 16:55:25+00:00,La terza e la seconda. La quarta non completamente perché per alcune scene ho già gli incubi,la terza e la seconda la quarta non completament perché per alcun scene ho già gli incubi,"['la', 'terza', 'e', 'la', 'seconda', 'la', 'quarta', 'non', 'completament', 'perché', 'per', 'alcun', 'scene', 'ho', 'già', 'gli', 'incubi']"
2023-03-05 16:55:15+00:00,5 y 6,5 6,"['5', '6']"
2023-03-05 16:55:09+00:00,3 or 7,3 7,"['3', '7']"
2023-03-05 16:54:32+00:00,a 6a temporada é mt saborosa,6a temporada é mt saborosa,"['6a', 'temporada', 'é', 'mt', 'saborosa']"
2023-03-05 16:53:52+00:00,"4, easyyy",4 easyyi,"['4', 'easyyi']"
2023-03-05 16:53:50+00:00,1 and maybe 2. None of the others are worth going back to.,1 mayb 2 none other worth go back,"['1', 'mayb', '2', 'none', 'other', 'worth', 'go', 'back']"
2023-03-05 16:53:46+00:00,"The last one, the sixth! https://t.co/eUA1UOMAgs",last one sixth httpstcoeua1uomag,"['last', 'one', 'sixth', 'httpstcoeua1uomag']"
2023-03-05 16:53:38+00:00,"4,6, e 3 temporada",46 e 3 temporada,"['46', 'e', '3', 'temporada']"
2023-03-05 16:53:26+00:00,la 5 y la 6 🛐🛐🛐🛐,la 5 la 6,"['la', '5', 'la', '6']"
2023-03-05 16:53:09+00:00,S03 and S05,s03 s05,"['s03', 's05']"
2023-03-05 16:52:50+00:00,1 to to 7 الثامن مب لازم,1 7 الثامن مب لازم,"['1', '7', 'الثامن', 'مب', 'لازم']"
2023-03-05 16:52:28+00:00,4 ama 6,4 ama 6,"['4', 'ama', '6']"
2023-03-05 16:51:59+00:00,4 e 6,4 e 6,"['4', 'e', '6']"
2023-03-05 16:51:50+00:00,"season4,6",season46,['season46']
2023-03-05 16:51:39+00:00,"La saison 4, sans aucun débat possible.",la saison 4 san aucun débat possibl,"['la', 'saison', '4', 'san', 'aucun', 'débat', 'possibl']"
2023-03-05 16:50:40+00:00,Which Game Of Thrones season is the most re-watchable? 🤔 https://t.co/vL2AvrXstT,game throne season rewatch httpstcovl2avrxstt,"['game', 'throne', 'season', 'rewatch', 'httpstcovl2avrxstt']"
